Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth(deg),Elevation(deg),Rate of AZ(rads/s),Rate of EL(rads/s),Mean Anom @time,Mean Anom Motion @time,Eccentric Anomaly,Topocentric Range,Topocentric Reletive Velocity,Time,Time Since Epoch(s),Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost,Minimum Power Required(dBm),Signal Loss(dB),DopplerShift(Hertz),Minimul Received Power (dBm)
"[-8524.75200452491, 25257.738866520605, 0]","[-3.6707983692404964, -1.1928570647078918, 0]","[-787.4683635738866, 23356.932591532775, 12824.132051681361]","[-2.5166414465830753, 1.3814594017242545, -2.579874879750978]","[-23343.78041561974, 1111.000637427354, 12824.132051681361]",[[-1.5001601  -0.69394944 -2.57987488]],300.2502081653994,-3.3218147484068252,-9.895633387888307e-05,-6.0164285602842884e-05,108.6464008119176,2.005684630687287,108.00320109821517,[-22610.22690262  13186.00469149  -1519.19857776],"[-1.6111891907534879, -2.0587653350760506, -1.597922158548101]",2021-01-12 10:50:00,82612.312032,"GPS BIIR-8  (PRN 16)    
",0,0,0,-17.63641321291408,-184.7618011549319,-2347.0235661142096,-91.80485824039242
"[9305.914256062379, 24618.20461233288, 0]","[-3.62471127411188, 1.4646346069775154, 0]","[18838.845222155287, 18377.52056394696, -143.83008466979936]","[-1.4989243775116021, 1.6880676391443425, 3.191761223651457]","[-16787.740782478395, 20268.377113200953, -143.83008466979936]",[[-0.32617096 -0.13277728  3.19176122]],323.718920972883,-47.954787478242224,4.8702384892647975e-05,0.00010724239194810939,69.30990002881924,2.00556366496765,67.99196221316895,[-12236.56875289  16669.60464618 -22929.62872346],"[-0.34656989056926646, 2.17403897765644, 2.337691348890882]",2021-01-12 10:50:00,83456.662945,"GPS BIIR-9  (PRN 21)    
",0,0,0,-15.505594556351838,-186.1823469259734,2233.088001523752,-91.09458535487168
"[26360.15734900551, -806.5617837366528, 0]","[0.11848196491371145, 3.899603148796668, 0]","[10899.067025323397, 14819.475299846621, -18897.140714670513]","[-1.8186454335682383, 3.1461713425202404, 1.4195342069074948]","[-13885.90380491591, 12065.99294322178, -18897.140714670513]",[[-2.40354232 -0.54469512  1.41953421]],256.9668285611223,-69.47558727573166,0.00013102476358361508,5.4278383521203305e-05,358.2472919588024,2.0056771733438743,358.2597563408649,[-11092.51939653  -2567.675111   -30413.25365498],"[-2.4642234842722806, 0.9608569516747032, 1.0455344951449796]",2021-01-12 10:50:00,121767.622176,"GPS BIIR-10 (PRN 22)    
",0,0,0,-14.848231364558757,-186.62058905383546,1121.515619484428,-90.87546429094066
"[-25595.41925190666, -7881.94274676861, 0]","[1.1401756577047648, -3.6686640509828807, 0]","[11569.493456075956, -14213.727374448707, -19528.627279941516]","[3.447285705500485, 0.7075165371622806, 1.5410185150382019]","[15105.916537445244, 10377.59655551685, -19528.627279941516]",[[0.33137887 2.39179857 1.54101852]],116.66955113751233,-53.4550488421832,-0.00014699013475833413,-2.2082235924516342e-05,197.11770423861503,2.0057094750608533,197.2639808023993,[ 16924.48944763  -8500.86503721 -25553.25600752],"[0.8185250784112257, 2.704225642755855, -0.47162571085302685]",2021-01-12 10:50:00,58169.739937,"GPS BIIR-11 (PRN 19)    
",0,0,0,-15.118970449891691,-186.44009633028017,-481.83359809291926,-90.9657106527183
"[14638.421279627073, -21786.585070505087, 0]","[3.216246882900185, 2.240584361625603, 0]","[-9520.008197769606, -21220.722665497276, -12165.074601606178]","[2.9004498059938264, 0.2832539216673271, -2.6213775828935493]","[20377.966570250785, -11211.070644380568, -12165.074601606178]",[[-0.86441546  1.42788588 -2.62137758]],137.6739895091024,-10.431955923715865,3.33060638573247e-05,-0.00011104846334496858,303.8801854815298,2.0057311054731612,304.8684994843989,[ 17621.11270217 -19347.69790618  -4818.07084276],"[-0.5506608840371396, -0.6898091811707978, -2.9797027533956904]",2021-01-12 10:50:00,47423.574913,"GPS BIIR-13 (PRN 02)    
",0,0,0,-17.443599451794853,-184.89034366234472,-3554.5946207198403,-91.74058698668601
"[17005.375335626202, 20086.993272183325, 0]","[-2.957042980263824, 2.556962720504147, 0]","[18206.038481311927, -12308.851646043122, -14481.105724182557]","[2.8143875743517786, 1.2304674195190848, 2.4181261447682743]","[13746.01136349027, 17146.860867870408, -14481.105724182557]",[[0.25240413 1.90260233 2.41812614]],90.09785872985387,-57.549993223019634,-0.00017553079218728064,2.4243625541181315e-05,49.7573910277888,2.00580775212588,49.14723324773959,[ 16992.90931797    -29.02318728 -26724.99388759],"[0.6401557175596824, 2.9816941757559703, 0.4802478893436666]",2021-01-12 10:50:00,60085.575265,"GPS BIIRM-1 (PRN 17)    
",0,0,0,-15.175148759507096,-186.4026441238699,338.99783861418547,-90.98443675592343
"[-17548.307084535263, -20166.181692071994, 0]","[2.922508633467148, -2.504691618414255, 0]","[-1991.804318467075, 18599.25217863283, -19097.604549350373]","[-2.984028296475864, -1.9080572873305996, -1.5064625219834005]","[-18699.554214353553, -475.539937223336, -19097.604549350373]",[[ 1.62487228 -1.76546484 -1.50646252]],239.5526759898279,-46.7962017901223,-0.00013132878723209996,1.4899909204735433e-05,228.97485734091185,2.0055766485176783,229.40088135760124,[-18394.14270311 -10812.21171792 -22718.10087999],"[1.2249352304279628, -2.5303142969541645, 0.3514948181880664]",2021-01-12 10:50:00,50679.954625,"GPS BIIRM-2 (PRN 31)    
",0,0,0,-15.38385933892269,-186.26350373759283,532.5665030165233,-91.05400694906196
"[-21748.019316824077, -15543.45270574417, 0]","[2.25267118329608, -3.1209010641676103, 0]","[-11399.994174565429, -10763.432539835227, -21650.956537782557]","[1.8715301669909494, -3.294923953342797, 0.6748347116930058]","[9802.58471317163, -12236.040215723524, -21650.956537782557]",[[2.54369668 0.88309153 0.67483471]],164.28078796821046,-25.545379508221107,-0.00010604807213729601,9.15981252020982e-06,215.5562210103676,2.0057524340195485,215.82093948299166,[  7062.20885938 -25092.30715119 -12458.76678051],"[2.671286722580028, 0.7123518107331928, 0.2498549426336425]",2021-01-12 10:50:00,76710.168193,"GPS BIIRM-3 (PRN 12)    
",0,0,0,-16.371457314776052,-185.60510508702393,386.00328935340804,-91.38320627434642
"[26211.463654002906, -594.7642090194305, 0]","[0.08788585449402009, 3.923273662851414, 0]","[-18721.9300725944, -7240.081844125608, 16866.093815602177]","[2.5749208844672724, -2.2952531635463007, 1.8712016222226482]","[5696.542080623507, -19247.82738587494, 16866.093815602177]",[[1.09311073 1.96472145 1.87120162]],148.8103268723509,80.97823460827607,-0.0008332357802764568,1.9399922605315623e-05,358.69979283217003,2.005481658195856,358.7168304197585,[ 1595.71999596 -2635.91896876 19406.82661819],"[1.4755508330277562, 2.520262934164357, 0.16565449121613574]",2021-01-12 10:50:00,178583.502721,"GPS BIIRM-4 (PRN 15)    
",1,0,0,-21.393743199845062,-182.2569144969779,287.16625016125016,-93.05730156936941
"[16174.857399834167, 21041.56066075584, 0]","[-3.0713326455284125, 2.3658784678933533, 0]","[-26385.655441565003, 2054.5640425344163, -1987.2695990665234]","[0.07007027383834719, -2.1618546787290915, -3.2174430296605587]","[-4189.495150467467, -26131.823068245234, -1987.2695990665234]",[[ 0.254846    0.19986523 -3.21744303]],206.42489054301674,23.127840727089694,-5.6685300426329915e-05,-0.0001316424899282758,52.450226501283396,2.0056081611879675,52.392555147897085,[ -9499.57410245 -19115.91206504   9117.18536344],"[0.29064941124039917, -2.134116257387827, -2.4120329524137567]",2021-01-12 10:50:00,89320.321632,"GPS BIIRM-5 (PRN 29)    
",1,0,0,-19.223356907155477,-183.7038386921043,-3632.1107438753756,-92.33383947180623
"[-7988.131369048006, -25445.385021431655, 0]","[3.696509118800417, -1.1043820749240805, 0]","[18553.794885938758, 610.9529324833893, 19148.401852448937]","[1.3879868678410223, 3.2613519578602865, -1.5234550516670953]","[897.065324107854, 18542.163896360114, 19148.401852448937]",[[-1.78581224  1.58271422 -1.52345505]],10.175137180029177,-11.34149232450477,-5.454710126630738e-05,-8.885278218284075e-05,252.57637477356434,2.005703999351046,253.3641273317016,[ 4709.70797206 26240.78573018 -5347.2912784 ],"[-1.4201688830871784, 0.3192470594794159, -2.4282146980854664]",2021-01-12 10:50:00,100432.517665,"GPS BIIRM-6 (PRN 07)    
",0,0,0,-17.161782192256908,-185.07822183537002,-2835.6982115323326,-91.64664790017336
"[-1515.0779773241902, 26526.35939565043, 0]","[-3.8675991463570334, -0.19830470379728257, 0]","[-2770.8771735049113, -22964.89459924587, 13072.071748558532]","[2.378331308507051, -1.7423906603446246, -2.5110282527619523]","[22664.206889035308, -4625.783215427101, 13072.071748558532]",[[ 1.59237181  0.57635436 -2.51102825]],83.30896803991703,23.23326431639232,8.245399141986221e-05,-0.00010775834437924853,93.26878247293689,2.0054876603350316,92.93522515609787,[21218.94302408  2489.28592507  9171.50439544],"[1.6771074885787114, -1.5769167650008955, -1.9681817032782571]",2021-01-12 10:50:00,275369.847168,"GPS BIIRM-8 (PRN 05)    
",1,0,0,-19.201948652155465,-183.7181108621043,-3076.0822578676193,-92.32670338680622
"[-25684.450587920637, -7655.114521786473, 0]","[1.1065517871730979, -3.6760694273408534, 0]","[-16599.12109452742, 4467.621082591849, -20562.13318448741]","[0.4104010951485622, -3.6517118944429137, -1.111087068330421]","[-5800.2217297825955, -16181.714591901633, -20562.13318448741]",[[ 2.49298507  0.53559815 -1.11108707]],199.9907682596737,-23.065276742821624,-0.00010075521418412213,-2.9974300407380762e-05,196.5984880711428,2.005623192534224,196.75187205897507,[ -9019.19302458 -24792.4576437  -11233.99937688],"[2.5498553027993416, -0.7661038248848174, -0.8047839854177887]",2021-01-12 10:50:00,94286.62128,"GPS BIIF-1  (PRN 25)    
",0,0,0,-16.469788734905478,-185.53955080693765,-923.0722030186761,-91.41598341438957
"[9493.299341412481, -24700.84791415921, 0]","[3.616232594423472, 1.4288101424631874, 0]","[20262.835783641385, 14704.957521407203, -8569.500006586008]","[-0.5409580870384169, 2.423583993822871, 2.9920296745068717]","[-13011.711446711939, 21389.568834567788, -8569.500006586008]",[[-0.89974409  0.60637708  2.99202967]],323.02824502361597,-64.68047658851269,7.12620839937281e-05,8.046805993796441e-05,291.0203912931597,2.005615155424786,291.56046947588624,[ -8310.34628055  11039.52069934 -29206.11770241],"[-0.7550036109617437, 2.640221195734796, 1.6089362168928538]",2021-01-12 10:50:00,212673.981792,"GPS BIIF-2  (PRN 01)    
",0,0,0,-14.914494207764648,-186.57641382503152,1881.6969901026537,-90.89755190534261
"[16934.20726063505, -20222.24404708012, 0]","[2.9702789628965074, 2.5286348581557885, 0]","[-20316.117504204805, -16432.87124426447, -3594.807654184171]","[1.162778157498392, -2.0645841177977085, 3.0987079146457477]","[14729.598742553439, -21582.928639519687, -3594.807654184171]",[[ 0.57830161 -0.08273931  3.09870791]],153.368476805539,18.86523282911858,-6.268311239818387e-05,0.00012110981508569372,309.9381243488151,2.005694705883626,310.4097654877154,[  9951.18694422 -19844.78286719   7585.72367132],"[0.5487178586153637, 2.010177709160905, 2.36672000269221]",2021-01-12 10:50:00,127962.414049,"GPS BIIF-3  (PRN 24)    
",1,0,0,-19.084570359566328,-183.79636305716375,3690.901067329863,-92.28757728927651
"[14390.565183560971, 22172.171075783008, 0]","[-3.2496245218592374, 2.142924077585961, 0]","[3765.540530242977, 14319.778096734892, 21896.533887615053]","[-3.7954823147677033, 0.8544448725822735, 0.12814481405804234]","[-13966.880244185519, 4915.444686822469, 21896.533887615053]",[[-0.80126296 -2.69512246  0.12814481]],328.6646984926954,8.790659604370012,-8.316277102224635e-05,7.811224927384099e-05,57.01792908183461,2.0056331284856617,56.59664470772816,[-12649.51280065  20775.94657082   3761.47214383],"[-1.340951546107687, -1.6873161004262043, 1.8102325333350642]",2021-01-12 10:50:00,139722.580705,"GPS BIIF-4  (PRN 27)    
",0,0,0,-18.459639869943913,-184.2129833835787,2409.1627763997103,-92.07926712606904
"[-9370.68377229308, -24901.103160026665, 0]","[3.6256823778485057, -1.3456994815594474, 0]","[11702.125840218512, -10549.227393232475, 21439.41942246036]","[2.5074418369131175, 2.943779043006774, 0.058139316838550115]","[11464.273967670146, 10807.236934972643, 21439.41942246036]",[[-1.94246145  1.90212501  0.05813932]],32.858561505980425,7.080322233523409,-8.755757665072316e-05,-6.414393111960197e-05,249.3785374324492,2.005529069679088,249.63699268439547,[13450.25465401 20823.93618998  3079.11601536],"[-1.5074254240729732, 1.666704402805631, -1.5311372342932672]",2021-01-12 10:50:00,53705.303329,"GPS BIIF-5  (PRN 30)    
",0,0,0,-18.26651924056523,-184.34173046983113,-2044.1819713019354,-92.0148935829428
"[18674.236678053563, -18823.34680075504, 0]","[2.750155534209863, 2.7377732318922794, 0]","[3674.8893432295718, -16486.07019454492, -20438.937793951303]","[2.979945624239076, 2.172487907663679, -1.2078816577978557]","[16729.96024591946, 2324.597237028169, -20438.937793951303]",[[-1.75392635  1.92648442 -1.20788166]],131.75004855885052,-42.22546874109704,1.3234386339063196e-05,-0.000104168847238659,314.77190933053134,2.0056199744202,314.8708093076607,[ 16849.20328578 -15038.514557   -20496.53256513],"[-1.3179262185556475, 0.7756699006693454, -2.430634616638821]",2021-01-12 10:50:00,288164.487073,"GPS BIIF-6  (PRN 06)    
",0,0,0,-15.666198205951872,-186.07527782624004,-2747.955986860569,-91.14811990473835
"[5102.793089903706, 26055.24314415538, 0]","[-3.8017790818367736, 0.7515184903213835, 0]","[26079.49251867741, -4827.809032279968, -1211.0006339841416]","[0.2740473078535684, 2.234138667393352, -3.1546515998288407]","[6928.738204696561, 25601.56747104937, -1211.0006339841416]",[[-0.33762647 -0.05076465 -3.1546516 ]],36.764425762000414,-49.8629160684158,5.1123682708057376e-05,-0.00010363766154891326,78.9192008218763,2.0057353004586034,78.81816989045075,[ 12070.09691401  16155.33397149 -23916.88641722],"[-0.3408289976041014, -2.178714125176936, -2.281542407305728]",2021-01-12 10:50:00,108055.032385,"GPS BIIF-7  (PRN 09)    
",0,0,0,-15.334825458958164,-186.2961929909025,-2562.548549082811,-91.03766232240712
"[-18607.713401872334, -19032.496905231306, 0]","[2.7700318109321462, -2.6962993643554833, 0]","[13825.143541261217, 6165.334630810399, -21893.766040759452]","[-1.349734322960931, 3.6180154575560923, 0.1768838661557004]","[-5022.810925000062, 14279.962025791483, -21893.766040759452]",[[-2.67432303 -0.68533892  0.17688387]],203.9947046663421,-81.6268389058278,0.000525177315546587,1.1028680382471697e-05,225.64698122354434,2.0056308489116814,225.77265025991133,[ -1963.2152882   -4410.55072117 -32799.76865065],"[-2.7582246270315376, 0.03825783686838298, 0.2090795122782024]",2021-01-12 10:50:00,161880.422305,"GPS BIIF-8  (PRN 03)    
",0,0,0,-14.5788182758981,-186.80019777960922,255.43037319422453,-90.78565992805376
"[-25662.780493898026, 7377.456310329013, 0]","[-1.0703188834529123, -3.7017246863963047, 0]","[-6379.465225336167, 25876.932681889328, 1640.7140837151]","[-2.246785037696154, -0.3505522561711617, -3.11085491082913]","[-26309.3648956881, -4257.997225203428, 1640.7140837151]",[[-0.14347297 -0.34931614 -3.11085491]],274.4584450917228,-13.34015410470193,-8.974454433118267e-05,-7.335919059445897e-05,163.96058671538458,2.00555609598671,163.87350553643242,[-26621.37162247   2075.72121777  -6331.88867516],"[-0.21256692991122111, -2.387073584544093, -2.019088789151213]",2021-01-12 10:50:00,322561.739713,"GPS BIIF-9  (PRN 26)    
",0,0,0,-17.041786178390794,-185.15821917794742,-2582.8823306861295,-91.60664922888465
"[13048.64723543361, 23043.014266276714, 0]","[-3.370970051044043, 1.9324481922975845, 0]","[17191.60530048803, 8938.140689693366, 18050.09831979042]","[-2.8615463575675872, 1.9031527195215516, 1.8131070764352217]","[-7513.213562304275, 17860.38280003336, 18050.09831979042]",[[-0.8267434  -2.14975395  1.81310708]],352.0618311515667,-14.556172573841232,-4.750460385531934e-05,9.707431334874462e-05,60.47964081151565,2.0055153971360498,60.17554509764672,[-3659.90856293 26247.09326212 -6881.35983382],"[-1.2531735556336228, -0.1285687319483757, 2.646758415114787]",2021-01-12 10:50:00,92849.126592,"GPS BIIF-10 (PRN 08)    
",0,0,0,-17.07161877764861,-185.13833077844222,3262.996500937062,-91.61659342863727
"[-26503.7860704409, 3480.0791698543135, 0]","[-0.5043482608636232, -3.815893466347738, 0]","[-13612.126132346968, 21160.399359903393, 9028.241699391303]","[-1.390681295731184, -2.124631115879346, 2.892638634515594]","[-22195.46615073346, -11849.631271274577, 9028.241699391303]",[[1.14065075 0.05997137 2.89263863]],272.98823483572517,11.06750835606708,8.017187095465551e-05,9.717934048312486e-05,172.51910915784185,2.005637248117392,172.4709893376178,[-24165.20624798   1261.46911598   4733.23128865],"[1.1284201691272566, 1.88374354871785, 2.202320851879206]",2021-01-12 10:50:00,89100.644448,"GPS BIIF-11 (PRN 10)    
",1,0,0,-18.436526916724688,-184.22839201905816,3083.4891650127065,-92.07156280832929
"[-2815.213088731021, 26422.622866620004, 0]","[-3.852204418508922, -0.3927349266961878, 0]","[-17039.303678564054, 14133.964960229892, -14696.039893088879]","[-2.9111440634257093, -1.0624724286736993, 2.3216615138551497]","[-15470.399089466066, -15835.832386078746, -14696.039893088879]",[[-0.33209675 -1.85965914  2.32166151]],224.04316955466174,-18.07457720543122,2.8586654880338946e-05,0.00010612527848543745,96.08147731387089,2.005690659847831,95.8212920988482,[-18409.12754493 -19034.48813331  -8642.10200383],"[-0.709253083887242, 0.35552546075987723, 2.886051671363071]",2021-01-12 10:50:00,124183.56576,"GPS BIIF-12 (PRN 32)    
",0,0,0,-16.847533129164134,-185.2877212107652,3518.76781071321,-91.54189821247577
"[25340.584683720426, 7861.662527155168, 0]","[-1.1478935351712403, 3.7042205640930654, 0]","[23086.216661669456, 4768.785951234125, -12175.231028832663]","[-1.836573611828379, 2.1755506196476913, -2.6330374902807754]","[-2879.1537215506205, 23397.1193322151, -12175.231028832663]",[[-0.61130071 -1.44397391 -2.63303749]],13.450106626815614,-74.694623631193,-2.662852875337151e-05,-5.273519578147983e-05,17.236008417979065,2.0057213045004243,17.21757243071261,[  2018.35786449   8439.43431374 -31707.65777421],"[-0.8965221272141042, -2.755244516452397, -0.9982541527470232]",2021-01-12 10:50:00,76140.05088,"GPS BIII-1  (PRN 04)    
",0,0,0,-14.689149214824567,-186.7266438203249,-1053.4382216220963,-90.82243690769592
