Perifocal Range,Perifocal Velocity,ECI Position,ECI_Velocity,ECF Position,ECF Velocity,Azimuth,Elevation,Rate of AZ,Rate of EL,Topocentric Range,Topocentric Reletive Velocity,Time,Satellite Name,Avilable for View TRUE=1,Signal Acquired,Signal Lost
"[-10298.131392484831, 24530.766575484915, 0]","[-3.5719195955236676, -1.4829674916659195, 0]","[6921.081039620515, 15433.72774354943, 20535.547329905963]","[-3.710270231915394, 0.2896889115583373, 1.0525100089341244]","[14199.371510518024, -9191.254730736775, 20535.547329905963]",[[-18759.62463961  25600.62063321 -22439.55532185]],-1.258776258463291,0.47041164334505714,-203981339.15289804,0.7191462883543854,[14633.26691022 -4720.05239171  7818.28286992],"[-18171.35344006306, 19800.84701494949, 2961.76133498622]",2020-10-09 16:10:00,"GPS BIIF-12 (PRN 32)    
",0,0,0
"[9319.737601821682, -24862.107479163282, 0]","[3.6274745165731566, 1.3632913019335582, 0]","[-3607.1533808170398, -15322.119307532828, -21382.305808431087]","[3.8304843328269724, -0.08576173550573962, -0.5806627618553699]","[-14593.858819107447, 5898.998250124332, -21382.305808431087]",[[ 15898.99780398 -21697.45011092  19018.02889437]],-0.8723860772069595,-0.42747686027746906,-66604011.65336704,-0.4446752534958254,[-17289.50017943  14515.82197916 -10284.56197479],"[15400.38443038615, -16782.049651189256, -2510.4101330153367]",2020-10-09 16:10:00,"GPS BIII-1  (PRN 04)    
",0,0,0
"[-26543.032556812235, 1505.3702068165733, 0]","[-0.21935347326453775, -3.8640449892444484, 0]","[16813.817736794394, -20405.80914490754, -2774.3833597812863]","[1.499291203625664, 1.6642205436007216, -3.1561773546691527]","[-22728.84459222773, -13509.298177436689, -2774.3833597812863]",[[ 3014.03234858 -4112.1812566   3600.4268114 ]],0.9581721020567202,-0.3540943430598227,-132218969.85971174,-0.020060448693680955,[-25286.71145055 -17772.31439892 -11425.73756297],"[2919.0018013475933, -3177.22422198894, -478.5083871771576]",2020-10-09 16:10:00,"GPS BIII-2  (PRN 18)    
",0,0,0
"[22873.28900050208, -13305.218922773722, 0]","[1.9478719016628852, 3.3653028969603356, 0]","[-471.8057010858174, 15006.024160273122, 21790.200516864177]","[-3.88740738367815, -0.012242490056400657, -0.08592140792161818]","[14910.597015473979, -1754.2686112497836, 21790.200516864177]",[[-12299.10979729  16632.5708614  -14625.34546389]],-1.5684625953481517,0.707557342481298,-210189296.91406262,0.3604633532886655,[16434.56066709   -38.35392067 14056.35840524],"[-11921.170508680347, 12817.289418870276, 1892.0695859725863]",2020-10-09 16:11:00,"GPS BIIR-2  (PRN 13)    
",0,0,0
"[-1476.0163683852604, 26536.498212943294, 0]","[-3.8683936353919104, -0.15423561397490534, 0]","[18845.20792850545, -16655.556444909893, 8591.562102848351]","[2.4142343450289427, 1.2016998386343558, -2.7777055222013183]","[-19261.21138881803, -16172.667009292283, 8591.562102848351]",[[-1870.82852217  2527.85243183 -2228.32537651]],0.6890716091363882,-0.16679203498533382,86040703.89743769,0.0068414213586165664,[-20717.9888026  -25150.01168639  -5485.8225346 ],"[-1814.0899167875305, 1950.7840107045593, 283.7313294360451]",2020-10-09 16:11:00,"GPS BIIR-3  (PRN 11)    
",0,0,0
"[-1224.7518164219741, 26537.962770344482, 0]","[-3.8698781858898887, -0.15723417979464274, 0]","[-16770.721921267726, -7212.834437013184, 19299.776958186998]","[0.006620620704700472, -3.639370115782712, -1.3249985240185476]","[-4651.3507472410965, 17653.5274266191, 19299.776958186998]",[[ 20098.47757344 -27176.76871791  23901.59545187]],-0.7023405432963303,1.5307136648275945,1416648.803556472,-0.07373806630301831,[ -682.59640525   806.5680693  26347.42485192],"[19481.500360191414, -20944.305037497325, -3088.4107318140586]",2020-10-09 16:11:00,"GPS BIIR-4  (PRN 20)    
",0,0,0
"[-16845.030543513265, 20928.40608321119, 0]","[-3.0183548307254418, -2.3571050532440476, 0]","[-4909.533595336596, -24124.43472475366, 10754.59735569153]","[2.525558935220606, 0.6712942091201197, 2.799522506735995]","[-23132.157455957073, 8425.862706301867, 10754.59735569153]",[[ 24379.73093484 -32962.74187904  28991.83433256]],1.0281681630572674,0.5088858458698743,-838286720.8106506,-0.025322363200610234,[-21140.6326625  -12747.96582376  13772.67595635],"[23631.565076160998, -25402.850777041087, -3744.862179522546]",2020-10-09 16:11:00,"GPS BIIR-5  (PRN 28)    
",1,0,0
"[-21832.84279599298, 15550.344818580084, 0]","[-2.2476040692514996, -3.1115141531404933, 0]","[-16690.491489217384, -1130.0349886072781, -20943.656875153592]","[-1.1099521898248093, -3.5235944669476282, 1.0418889317526472]","[1352.5877820598814, 16673.931495569275, -20943.656875153592]",[[ 15057.12478076 -20359.57205597  17909.07252757]],-0.005885829330871386,-0.06649196152311179,479301362.5849029,-0.10136897145427838,[ -194.52027877 33048.53429685 -2200.74418717],"[14595.318166676861, -15692.504859893323, -2311.5435914459226]",2020-10-09 16:11:00,"GPS BIIR-8  (PRN 16)    
",0,0,0
"[-15331.808631405283, 22135.770257528955, 0]","[-3.1847144991732086, -2.112897886742808, 0]","[-20403.858652388077, 16071.003715793951, 7103.666128446791]","[-0.8407345232694199, -2.252576951909515, 2.970825888226245]","[18913.775005940188, 17800.666374166085, 7103.666128446791]",[[ 3616.81698281 -4891.48788371  4306.14611547]],0.6663754576104243,0.4895186306773836,172075398.7583687,-0.005784138693829554,[20903.19905519 26581.83721022 18016.27541288],"[3506.3253751504053, -3773.146312284278, -553.0056445054624]",2020-10-09 16:11:00,"GPS BIIR-9  (PRN 21)    
",1,0,0
"[9324.110369925698, -24799.950762910496, 0]","[3.62615582676538, 1.3903016621119146, 0]","[-9785.691527249332, -24522.03052652475, 2210.6225872024215]","[2.0715576070336117, -1.0790939216398716, -3.102603774360614]","[-22803.707589791375, 13307.16573766114, 2210.6225872024215]",[[ 28843.25358046 -38998.808693    34295.38330392]],1.425341037195024,0.486018211530083,-728223125.1236802,0.21297568113994125,[-21326.22724616  -3124.07597545  11386.55370336],"[27957.39261096316, -30051.358786261448, -4434.3309457245205]",2020-10-09 16:11:00,"GPS BIIR-10 (PRN 22)    
",1,0,0
"[21851.219042227098, -14745.049592449239, 0]","[2.1669822515231987, 3.2463621431594567, 0]","[-17690.05823232459, -11009.231898174214, 16147.783558877802]","[2.906591531511423, -1.4215681395665696, 2.183013727962044]","[-8269.879370596007, 19124.60306638029, 16147.783558877802]",[[ 24077.19416258 -32556.66447701  28634.0064999 ]],-1.260688750445152,1.3868579698284513,-78723211.76494916,0.06523569669650313,[-4469.76503311  1432.31887958 25229.07649042],"[23338.193897141045, -25091.01634388595, -3699.1910957072696]",2020-10-09 16:11:00,"GPS BIIR-11 (PRN 19)    
",0,0,0
"[-27092.723649626034, -250.69230574307971, 0]","[0.035850927078398806, -3.796789506804415, 0]","[-10970.114640571728, -11035.325167710747, 22180.09703772209]","[2.548241177495273, -2.8113979666040376, -0.13929904035807822]","[-9290.231105188088, 12482.52469641427, 22180.09703772209]",[[ 18425.22666309 -24916.63011715  21912.63040919]],0.5975805219663578,1.1916097283736264,-250697395.05931884,-0.18257415930983326,[-5516.62461695 -8105.6412126  24606.18615493],"[17859.431284648923, -19202.911229339537, -2832.3980590799697]",2020-10-09 16:11:00,"GPS BIIR-13 (PRN 02)    
",1,0,0
"[23148.59082595274, 12355.994407588552, 0]","[-1.824328482408168, 3.4707735889866864, 0]","[-14531.522813583426, 11531.773485562815, -18557.502526571785]","[-3.273178738410704, -1.3249049485863877, 1.7045150458006042]","[13555.432484457446, 12664.801820926416, -18557.502526571785]",[[ 2587.13409916 -3495.39747661  3078.988473  ]],0.3007755785770882,-0.0876583105203931,125215171.23969477,-0.014068991581985794,[11612.93866652 37438.59953635 -3444.88739306],"[2508.380437449778, -2695.6932656040694, -393.8780334142108]",2020-10-09 16:11:00,"GPS BIIRM-1 (PRN 17)    
",0,0,0
"[20164.276199489672, 16983.067801371395, 0]","[-2.495688709265855, 3.0005235450917667, 0]","[-19470.23845887639, 13516.108911365605, -11543.276867764956]","[-0.3653111144006356, -2.789474119875116, -2.7049927176333477]","[16248.841025936017, 17255.449894548234, -11543.276867764956]",[[ 5045.20869975 -6823.82687179  5999.65322667]],0.39765291409897485,0.11550840520971606,266391489.34325972,-0.010700972427854751,[15762.05100831 37526.07326875  4722.43816152],"[4890.075930766122, -5258.588595603039, -776.7218606389952]",2020-10-09 16:11:00,"GPS BIIRM-2 (PRN 31)    
",1,0,0
"[26318.01574534192, -1423.9310028472676, 0]","[0.20930015494451182, 3.8981302760528656, 0]","[16538.612249742855, 1942.4628128513743, 20429.55396836358]","[0.990962420186933, 3.5976471540151502, -1.1463658407871968]","[-526.6288311121539, -16643.963440265554, 20429.55396836358]",[[-15610.74119393  21108.27147798 -18567.57762895]],0.03926515821168276,0.11554909185012374,320906829.93419677,0.2044073621501844,[  -799.36956433 -20347.77773588   2363.50910785],"[-15131.943186902934, 16269.58772934552, 2396.6032934861832]",2020-10-09 16:11:00,"GPS BIIRM-3 (PRN 12)    
",1,0,0
"[13846.526595108639, -22457.67976566243, 0]","[3.2977451362863057, 2.0818718885163694, 0]","[5620.590661006716, 16467.430923020827, 19831.952970472572]","[-3.7572468582586867, -0.04161852916405029, 1.0443550585074723]","[15454.24065055569, -7995.859334541261, 19831.952970472572]",[[-18644.93788951  25211.71709642 -22169.83660793]],-1.4150085188907897,0.4702985588240676,-264186819.95466685,0.6247104852834071,[15925.23411698 -2501.22490596  8194.69926028],"[-18072.113655629793, 19427.61019780588, 2867.536344987616]",2020-10-09 16:11:00,"GPS BIIRM-4 (PRN 15)    
",0,0,0
"[20639.85452322169, 16671.421678137078, 0]","[-2.4341712486300238, 3.0190739266037405, 0]","[-1398.515094537348, -14696.467135310199, 22045.36016446798]","[3.869664483395788, 0.009745189710681723, 0.25612274240737887]","[-14327.64313612476, 3558.1783109842418, 22045.36016446798]",[[ 13457.66857566 -18198.88337078  16003.13119325]],0.5801398113055645,0.7062013661676843,-393968299.9916117,-0.15555341803329234,[-11611.88010849 -17718.09874573  18068.8882768 ],"[13044.197906417567, -14024.422565973737, -2069.904982245782]",2020-10-09 16:11:00,"GPS BIIRM-5 (PRN 29)    
",1,0,0
"[6870.235780758584, 25548.098752254915, 0]","[-3.741435214665195, 1.061858007371308, 0]","[19677.390744590615, -14046.541160147408, 10742.460819531487]","[0.4788543879802124, 2.687794765262928, 2.7698984942218834]","[-16804.09024314355, -17381.817401506196, 10742.460819531487]",[[-4770.63754099  6452.36042548 -5672.96248864]],0.6149824966451091,-0.1534360561099524,209305099.42332768,0.016442614132013384,[-18171.45111393 -25725.4368804   -4870.91102159],"[-4623.936681760369, 4972.21204906797, 734.5016668386172]",2020-10-09 16:11:00,"GPS BIIRM-6 (PRN 07)    
",0,0,0
"[-16396.596058451643, 21018.169874452637, 0]","[-3.0544516663557104, -2.359843038054712, 0]","[12396.10943348468, -9966.413310223881, -21392.028978529474]","[1.7666819215399208, 3.3832887665921745, -0.575088042228044]","[-11691.271526111448, -10784.576647225025, -21392.028978529474]",[[-1965.09616159  2658.66302527 -2340.8937184 ]],-1.2623339489720586,-0.91020470762156,23891649.218549415,0.052371315780266374,[-16538.66698532   5269.76410578 -22338.15213696],"[-1905.1033671331036, 2051.622092070719, 300.31100575447687]",2020-10-09 16:11:00,"GPS BIIRM-8 (PRN 05)    
",0,0,0
"[21880.681282893616, -14706.523497736316, 0]","[2.1610617289132903, 3.2498281193369922, 0]","[14404.483279680375, -4480.758802931923, 21621.279073829053]","[1.4094913170625754, 3.6333160643877234, -0.20956909312783645]","[-6563.265425082209, -13582.705362502857, 21621.279073829053]",[[ -8418.32301211  11383.92032667 -10014.26936275]],0.25797031894169176,0.21883697620867723,245865678.62185875,0.10652964916888827,[ -6192.6622052  -23470.44306084   5398.42783911],"[-8160.189402784956, 8775.291801395042, 1292.1179085029387]",2020-10-09 16:11:00,"GPS BIIF-1  (PRN 25)    
",1,0,0
"[-24536.1230308388, 10784.406262895463, 0]","[-1.5588604524908138, -3.5081745757228346, 0]","[5930.814435256074, 15620.10348329401, -20956.2057427718]","[-2.7132719918879435, 2.4951884962362896, 1.0721586777965615]","[14570.331562787067, -8177.263041183554, -20956.2057427718]",[[-18047.56774937  24405.86881245 -21462.28916896]],0.35990434729321436,-0.6332122475094565,-631390794.0993195,0.24174050822587748,[  9669.5764672   25696.88976862 -20153.95801794],"[-17493.217570960387, 18808.42569442101, 2775.1386300761283]",2020-10-09 16:11:00,"GPS BIIF-2  (PRN 01)    
",0,0,0
"[-26170.23609828061, -5855.353369890009, 0]","[0.8458910566872936, -3.742201794887898, 0]","[10569.715426990948, -22885.985668869987, -9147.633370590393]","[2.619604681530814, 0.09999441860654346, 2.801299409594614]","[-24198.26224813527, -7066.210329006935, -9147.633370590393]",[[ 10389.69324376 -14049.49511514  12357.29103592]],1.215593505599278,-0.37343712035454796,-389708410.14818335,-0.11496855987649571,[-26757.88978689  -9925.46039207 -11182.3975716 ],"[10070.8709471022, -10828.596042392017, -1595.9476140881438]",2020-10-09 16:11:00,"GPS BIIF-3  (PRN 24)    
",0,0,0
"[18880.130845600637, 18457.310750814082, 0]","[-2.7081843655185645, 2.802077202773511, 0]","[25229.642723243836, 6167.418349483894, -4749.709449959675]","[-1.0648698224459712, 2.0192058700370827, -3.1582842056398097]","[2365.5343791959413, -25864.573612200213, -4749.709449959675]",[[-26385.71918814  35676.22964103 -31380.37471653]],0.3499147987009383,-1.255459574505042,236961208.27698788,-0.04285466338965146,[ -2428.35363242  -6654.26437326 -21713.77681064],"[-25576.23500724727, 27496.068931129492, 4051.798535810165]",2020-10-09 16:11:00,"GPS BIIF-4  (PRN 27)    
",0,0,0
"[10464.256824703974, 24355.147033006462, 0]","[-3.559404806815089, 1.5481681627827442, 0]","[19813.209436348254, -9045.64654227838, 15109.165044975025]","[-0.22398024997353527, 3.173338103097604, 2.223948149144479]","[-11878.369071668061, -18256.268450416475, 15109.165044975025]",[[ -9105.31276416  12314.10163441 -10828.46616462]],0.46154518928162125,-0.0856917267588525,350344092.0291663,0.034873900597659734,[-12864.04637785 -25863.89209406  -2481.40291744],"[-8825.566385498661, 9490.061818798235, 1400.5127917542793]",2020-10-09 16:11:00,"GPS BIIF-5  (PRN 30)    
",0,0,0
"[-24727.53368313469, -9827.677137629556, 0]","[1.4308099816684312, -3.5923511046749455, 0]","[-12141.17499073492, -8468.881834109607, 22111.1752355294]","[2.2808938220359805, -3.122001572146433, 0.053227990894038735]","[-6578.7348372522765, 13260.857348485508, 22111.1752355294]",[[ 17251.70037315 -23330.11536645  20517.72791322]],0.4603103121380932,1.3282079834918386,-142783557.39539516,-0.18069347330836694,[-2761.47397926 -5569.33705133 25120.52321316],"[16721.98105039458, -17980.69043297152, -2651.816599063304]",2020-10-09 16:11:00,"GPS BIIF-6  (PRN 06)    
",1,0,0
"[1206.025662432707, 26530.900142965955, 0]","[-3.869950704890943, 0.1818485113371424, 0]","[-25966.551253028116, 538.2670230858092, 5549.021979610426]","[-0.7053514404200428, -2.2810311852068463, -3.0510593925672227]","[4375.3663942295425, 25600.93131666355, 5549.021979610426]",[[ 21363.24184105 -28884.22367456  25402.04894276]],0.3172737138196245,0.7615682381997227,630187765.3515322,0.12386067217349762,[ 7386.21614595 22493.82134559 22573.16614643],"[20707.305814377796, -22257.85497823657, -3283.2993390610045]",2020-10-09 16:11:00,"GPS BIIF-7  (PRN 09)    
",1,0,0
"[23673.78166813072, 11882.753614738544, 0]","[-1.737821457340221, 3.4740506397542172, 0]","[-14576.468894477952, -20837.430964098254, 7414.566563438509]","[1.377897083459179, -2.039857787662439, -3.0049011795192824]","[-18450.653822831995, 17499.867088788393, 7414.566563438509]",[[ 29754.40355407 -40230.96895236  35379.91634517]],1.5188266467576215,0.8490676576905667,-514614717.40089196,0.37136312839646446,[-15833.41337853   -823.59903256  18014.1586163 ],"[28840.684863298215, -31001.625834818464, -4573.757167525853]",2020-10-09 16:11:00,"GPS BIIF-8  (PRN 03)    
",1,0,0
"[-1232.6274630129074, -26537.1973172214, 0]","[3.8698021367691693, -0.16076071379481213, 0]","[12323.124337652094, -10395.868333902732, 21114.183386023753]","[1.7817959629671378, 3.3856455388271205, 0.6031749469408334]","[-12105.195441577394, -10648.83632977279, 21114.183386023753]",[[-1691.9043688   2289.30218007 -2014.8694621 ]],0.4240650045508202,0.2544089484464544,61220816.99503695,0.017098298009968066,[-11338.96685809 -25116.37637493   7166.09981308],"[-1640.1427791106637, 1766.155056002837, 259.1501439087548]",2020-10-09 16:11:00,"GPS BIIF-9  (PRN 26)    
",1,0,0
"[12418.591378687754, 23400.933456022558, 0]","[-3.4219480876430457, 1.8372109495821427, 0]","[7883.471402003246, 15101.110784052571, -20288.72667728515]","[-3.6782045218694344, 0.3411177922645008, -1.199801206403905]","[13768.062739603354, -10031.605886236646, -20288.72667728515]",[[-19257.59557812  26040.36981526 -22901.01417367]],0.35751472494140357,-0.7001686189652656,-611751794.8063464,0.2758808541401697,[  8734.87201146  23382.27422079 -21031.17163405],"[-18666.275927699397, 20068.04589167745, 2960.0531038393674]",2020-10-09 16:11:00,"GPS BIIF-10 (PRN 08)    
",0,0,0
"[4405.014070448765, -26164.764042742958, 0]","[3.8202432769088825, 0.6663484197195795, 0]","[9461.970155328669, -13890.832217848567, -20530.828708274697]","[2.1187443929425163, 3.066971480524941, -1.0690589535903081]","[-15138.222668665308, -7301.939013622205, -20530.828708274697]",[[ 3799.48048356 -5135.63619454  4513.5723375 ]],-1.340717093881737,-0.7682065595610501,-59911866.269043595,-0.10220216733205605,[-19375.95576361   4538.37083991 -19227.62445825],"[3682.4511288906597, -3954.602086557531, -585.8004758951469]",2020-10-09 16:11:00,"GPS BIIF-11 (PRN 10)    
",0,0,0
"[-10724.886176199365, 24349.205263516742, 0]","[-3.5452396729219884, -1.5450002104994263, 0]","[6475.115607236512, 15466.11661567367, 20658.632461046618]","[-3.7272711284058104, 0.25047446497827586, 1.0002312065965593]","[14337.484376062217, -8692.780168787598, 20658.632461046618]",[[-18524.11001938  25048.67375195 -22026.54529925]],-1.2846484378787075,0.4903979541836878,-208161544.43076062,0.6992779471546949,[14848.05796998 -4368.63185134  8263.37258226],"[-17955.004988377637, 19302.2112180109, 2848.936533066542]",2020-10-09 16:11:00,"GPS BIIF-12 (PRN 32)    
",0,0,0
